Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc,Rating
CS,123A,1,3.0,1030,1145.0,MW,20,30,,27360,In Person,Bioinformatics I,2.49
SCWK,107,1,3.0,1800,2045.0,M,1,30,V Silva,29475,In Person,Aging and Society,3.7
ATH,034I,1,1.0,TBA,,TBA,14,50,S Hopkins,20060,In Person,Swimming-Women,2.49
ENGL,001A,17,3.0,1200,1315.0,TR,23,23,A Van Wey,22863,In Person,First Year Writing,5.0
BUS4,188,16,3.0,1800,2045.0,R,50,45,K Soohoo,26187,In Person,Business Systems,2.49
BUS4,119B,2,3.0,1030,1145.0,TR,47,45,R Sessions,25235,In Person,Bus Strat Info Sys,4.1
AVIA,031,12,0.0,1500,1745.0,R,22,20,D Romano,22292,In Person,Aircrft Theor & Dsgn,3.9
BUS4,112,1,3.0,1500,1615.0,TR,51,45,A Shirani,26184,In Person,Database Mgmt Syst,3.4
LING,115,1,3.0,1030,1145.0,MW,12,25,H Koo,22108,In Person,Corpus Linguistics,4.8
CMPE,146,3,3.0,1330,1420.0,MW,55,48,W Wu,24650,In Person,RT Embedded CoDes,3.2
CHEM,180,16,1.0,TBA,,TBA,8,12,A Van Wyngarden,24139,In Person,Indiv Studies,2.49
PHIL,012,1,3.0,1030,1145.0,MW,34,40,C Smith,23660,In Person,Phil of the Person,4.0
ME,111,2,3.0,1800,1915.0,MW,43,40,H Kabbani,22388,In Person,Fluid Mech,4.8
BUS2,190,80,3.0,TBA,,TBA,49,45,B Boveda,21321,Online Only - TBA Mtg Pat,Quant Bus Analysis,4.3
ME,114,2,3.0,1330,1445.0,TR,41,40,C Han,21789,In Person,Heat Transfer,5.0
CMPE,172,1,3.0,1800,2045.0,M,52,50,B Thomas,29108,In Person,Enterprise Software,2.49
MATH,129A,3,3.0,1630,1745.0,MW,24,35,R Low,20192,In Person,Linear Algebra I,3.0
EDSE,218B,80,3.0,TBA,,TBA,30,30,A Henderson,21106,Online Only - TBA Mtg Pat,ASD: M/M Disabilit,4.5
LSTP,085A,1,1.0,0900,950.0,R,16,30,R Messina,27923,In Person,Fieldwork in Hum A,2.49
BIOL,135L,11,0.0,1500,1750.0,MW,12,18,B Grillo-Hill,24848,In Person,Moel Cell Bio Lab,2.49
MUSC,004A,1,2.0,1030,1120.0,TR,15,30,B Belet,20205,In Person,Music Systems IVA,3.9
COMM,299,3,3.0,TBA,,TBA,0,3,,21539,In Person,Master's Thesis,2.49
ENGR,010,15,0.0,0900,1145.0,W,23,22,J Huynh,23718,In Person,Intro to Engr,2.49
HIST,015,80,3.0,TBA,,TBA,51,48,L Guardino,27716,Online Only - TBA Mtg Pat,Esntl US History,3.5
BUS2,190,1,3.0,0900,1015.0,MW,51,45,O Yu,20099,In Person,Quant Bus Analysis,2.6
ENVS,159,1,3.0,1330,1445.0,TR,12,32,L Trost,29248,In Person,Nat & World Cult,3.7
CMPE,180,1,1.0,TBA,,TBA,0,15,S Meldal,27565,In Person,Individual Studies,2.49
ENGR,100W,13,3.0,1330,1420.0,MW,22,22,C Cordero,20701,In Person,Engr Reports,3.7
ENGR,100W,5,3.0,0930,1020.0,MW,20,22,B Hsia,20304,In Person,Engr Reports,1.6
MUSC,160C,1,1.0,TBA,,TBA,2,5,M Hernandez,30377,In Person,EnsChamberMusic,2.49
ENGR,100W,16,0.0,1420,1520.0,MW,24,22,V Sansome,20831,In Person,Engr Reports,3.2
JOUR,061,3,3.0,1000,1245.0,F,19,20,C Saatsaz,26838,In Person,Prnt/Mag and Online Wrtg,5.0
CMPE,299A,1,3.0,TBA,,TBA,8,15,D Harkey,21419,In Person,Master Thesis I,3.7
EE,174,1,3.0,1800,1915.0,MW,19,35,T Nguyen,21613,In Person,INT ALG PR EBD SYS,1.1
SCED,285,2,3.0,1600,1845.0,R,4,30,K Lehmkuhl-Dakhwe,26843,In Person,Seminar,2.49
TA,010,81,3.0,TBA,,TBA,40,40,S Anderson,25812,Online Only - TBA Mtg Pat,Theatre Apprecia,3.6
NUFS,100W,14,3.0,1030,1145.0,TR,1,25,C Jones,30129,In Person,Writing Workshop,2.49
MATH,129A,5,3.0,1200,1315.0,TR,35,35,O Kovaleva,24149,In Person,Linear Algebra I,3.3
JS,181,10,6.0,TBA,,TBA,1,10,A De Giorgi,25114,In Person,Internship in JS,3.8
INFO,285,3,3.0,TBA,,TBA,18,35,L Luo,23553,Online Only - TBA Mtg Pat,App. Res. Methods,3.2
BIOL,021,28,0.0,TBA,,TBA,7,24,S Cargill,22326,In Person,Human Biology,2.9
NURS,147A,11,2.0,1500,2100.0,R,9,9,R Khalsa,23741,In Person,Mental Health Clin,2.49
BIOL,010,2,3.0,1030,1145.0,TR,75,95,R Fowler,20852,In Person,The Living World,3.7
ENGL,001B,21,3.0,1800,2045.0,T,25,25,Z Babaci-Wilhite,28128,In Person,Argument and Analysis,4.8
AE,180,3,3.0,1800,1850.0,TRF,1,10,N Mourtos,28050,In Person,Individual Studies,3.2
MUSC,260L,2,1.0,TBA,,TBA,0,30,C Payne,28231,In Person,GrdEnsWdwnd,2.49
MS,298,14,4.0,TBA,,TBA,1,25,,21661,In Person,Resrch Mar Sci,2.49
CHEM,298,6,1.0,TBA,,TBA,1,5,A Rascon,23336,In Person,Research,3.4
ENGL,100A,1,3.0,1330,1445.0,MW,20,20,A Stdennis,23597,In Person,Writing Competency,2.49
ENGL,022,1,3.0,1330,1445.0,TR,19,40,E Sams,20926,In Person,Fantasy Science Fic,2.49
ANTH,146,81,3.0,TBA,,TBA,39,40,Q Mccrary,27069,Online Only - TBA Mtg Pat,Culture & Conflict,2.49
MATH,019,5,5.0,1200,1305.0,MTWR,35,35,A Tran,28900,In Person,Precalculus,3.7
MS,298,31,1.0,TBA,,TBA,0,25,,21666,In Person,Resrch Mar Sci,2.49
ANI,101,1,3.0,1200,1450.0,MW,25,25,E Briggs,21234,In Person,Visual Storytell,3.6
MUSC,035A,2,2.0,TBA,,TBA,1,3,C Payne,29998,In Person,Woodwinds 1,2.49
LSTP,185,1,3.0,1500,1640.0,R,34,30,S Verducci Sandford,27926,In Person,Fld Exp Sem,4.7
ENGR,100W,42,0.0,1130,1230.0,F,25,22,J Leih,22354,In Person,Engr Reports,4.2
ANI,013,2,3.0,1420,2000.0,F,25,25,S Borenstein,21447,In Person,Drawing Ani/Ill I,4.0
BUS2,190,2,3.0,1030,1145.0,MW,60,45,O Yu,20100,In Person,Quant Bus Analysis,2.6
HS,180,5,1.0,TBA,,TBA,3,15,J Hartle,29124,In Person,Indiv Studies,3.8
ENGL,001B,19,3.0,1500,1615.0,MW,20,25,A Rohatgi,28126,In Person,Argument and Analysis,3.2
COMM,040,3,3.0,1030,1145.0,TR,26,26,K Johnson,22615,In Person,Argmnt/Advocacy,2.2
TECH,060,1,3.0,1200,1250.0,MW,48,50,M Zand,26631,In Person,Intro Electronics,3.6
POLS,150,1,3.0,1200,1315.0,TR,38,40,H Yenigun,24975,In Person,War and Peace,5.0
KIN,175,4,0.0,1400,1550.0,F,24,20,K Thompson,21636,In Person,Meas & Eval in Kinesiology,5.0
UNVS,180,4,1.0,TBA,,TBA,0,20,C Haight,24219,In Person,Indiv Studies,4.2
ENGL,001B,8,3.0,1030,1145.0,MW,25,25,J Damm,23482,In Person,Argument and Analysis,2.49
ECON,002A,80,1.0,TBA,,TBA,46,50,A Hajikhameneh,20360,Online Only - TBA Mtg Pat,Macro Online Lab,4.4
MUSC,039CX,2,1.0,TBA,,TBA,4,3,D Robbins,28596,In Person,JazzImprCompArr3,2.49
UNVS,101,2,0.0,1800,1950.0,T,37,40,M McNeil,29573,In Person,Leadership,3.0
ENGR,010,7,0.0,1500,1745.0,W,24,22,S Rafati,22036,In Person,Intro to Engr,2.49
GEOL,107,2,3.0,1030,1145.0,TR,37,37,J Petsche,21057,In Person,Prehistoric Life,2.49
ANI,021,3,3.0,1200,1450.0,TR,23,25,I Poslitur,28790,In Person,Color Principles,2.49
JS,281,2,2.0,TBA,,TBA,0,10,,25122,In Person,Justice Practicum,2.49
ENGL,144,1,4.0,0900,1015.0,TR,30,35,J Villagrana,28152,In Person,Shakespeare I,3.0
BME,299,2,3.0,TBA,,TBA,0,20,,24560,In Person,MS Thesis,2.49
CMPE,124,5,0.0,0900,1150.0,T,20,20,A Uludemir,24589,In Person,Digital Design I,2.49
COMM,174,81,3.0,TBA,,TBA,26,25,R Halualani,23025,Online Only - TBA Mtg Pat,Intercult & Inequal,4.7
COMM,140P,1,4.0,1200,1315.0,TR,27,25,T Lim,25046,In Person,Argument & Debate,4.6
AVIA,062,1,3.0,1030,1145.0,MW,19,30,C Hofstetter,24657,In Person,Instru Pilot Ground,2.49
FS,167,1,0.0,1800,2030.0,M,12,36,J Garrido,23214,In Person,Forensic Mol Biol,2.49
CHEM,055L,4,2.0,1430,1720.0,MW,23,23,R Freeman,26927,In Person,Quantitative Analysis Lab,2.49
COMM,151I,80,4.0,TBA,,TBA,23,25,T Coopman,28419,Online Only - TBA Mtg Pat,New Media/Methods,3.8
KIN,159,2,0.0,1800,1950.0,T,39,30,S Delgado,23934,In Person,Sport Adapt Activ,2.49
BUS3,166,2,3.0,1500,1615.0,TR,45,45,M Maguire,25056,In Person,"Bus, Govt, Society",5.0
COMM,020,41,3.0,1800,2045.0,M,24,26,I DeMarco,23367,In Person,Public Speaking,3.8
GERO,099,2,3.0,0900,1015.0,TR,2,30,T Perreira,29257,In Person,Death Dying & Rels,2.49
ITAL,001A,80,5.0,TBA,,TBA,10,30,M Santamaria,27573,Online Only - TBA Mtg Pat,Elem Italian,3.5
ENGL,298D,3,3.0,TBA,,TBA,0,10,R McNabb,28369,In Person,Departmental Thesis,2.49
COMM,298,2,2.0,TBA,,TBA,0,25,K McConnell,21540,In Person,Master's Project,3.3
NUFS,299,6,3.0,TBA,,TBA,0,10,J Gieng,20727,In Person,Mas Thesis or Proj,5.0
JS,100W,3,3.0,1800,1915.0,MW,21,30,S Rivera,24987,In Person,Writing Workshop,4.5
NUFS,163,3,3.0,1200,1315.0,TR,11,32,I Brown,28472,In Person,Phys Fit + Nutrit,3.5
NUFS,144,18,3.0,1500,1615.0,TR,30,30,L Wiley,24305,In Person,Food Culture,4.6
PSYC,158,1,3.0,1330,1445.0,MW,48,43,S Macramalla,21760,In Person,Perception,2.49
BIOL,280,11,2.0,TBA,,TBA,1,15,T Abramson,25388,In Person,Individual Studies,2.49
PHYS,263A,1,3.0,1200,1315.0,TR,7,15,E Khatami,23261,In Person,Quantum Theory I,2.49
ENVS,194,7,7.0,TBA,,TBA,0,3,C Rampini,22706,In Person,Environment Intern,3.0
EE,097,3,1.0,1330,1615.0,T,17,20,K Ghadiri,21801,In Person,Intro EE Lab,2.3
CS,046A,15,0.0,1100,1345.0,F,29,30,Q Yang,24958,In Person,Intro to Progrmng,
CMPE,298,1,1.0,TBA,,TBA,2,20,D Harkey,21418,In Person,Special Problems,3.7
MICR,140,1,3.0,0730,845.0,TR,24,40,W Murray,26929,In Person,Hematology,3.8
KIN,158,2,0.0,1000,1150.0,T,20,20,L Jin,20403,In Person,Biomechanics,5.0
KIN,035A,4,1.0,1330,1420.0,MW,34,32,D Bobb,20387,In Person,Begin Wt Training,2.49
BIOL,066,26,0.0,1030,1320.0,T,24,24,V Jimenez,20339,In Person,Human Physiology,2.49
MATH,015S,10,0.0,1200,1345.0,TR,0,30,M Zoubeidi,29467,In Person,Stats Statway B,2.49
POLS,170V,2,3.0,1330,1445.0,TR,36,35,M Ordonez Astete,24166,In Person,Amer Pol Global,2.49
GEOL,002,1,3.0,0900,1015.0,MW,30,45,L Teruya,21408,In Person,Geology for Engineers,4.1
KIN,259,1,3.0,TBA,,TBA,0,2,J Lee,20651,In Person,Adv APA Internship,5.0
PHYS,002A,22,0.0,1630,1850.0,TR,22,23,M Lagana,25487,In Person,Fund of Physics,2.49
KIN,052C,1,1.0,TBA,,TBA,10,30,Y Uchida,20392,In Person,Competitive Judo,2.49
METR,010,82,3.0,TBA,,TBA,37,40,R Plofkin,28390,Online Only - TBA Mtg Pat,Weather & Climate,4.8
JOUR,132,1,3.0,1330,1445.0,TR,19,20,R Nichols,24279,In Person,Feature Reporting,4.3
CHE,299I,1,3.0,1500,1745.0,F,0,10,X Sinha,27363,In Person,MS Thesis Intern.,2.49
DSID,123A,1,3.0,1800,2050.0,TR,24,24,K Scott,21956,In Person,Portfolio Proj 2,
CHAD,168,4,3.0,1030,1145.0,TR,29,30,K Connell,23637,In Person,Soc Emot Dev Ch & Adol,2.49
EE,120,4,0.0,1030,1315.0,W,7,20,A Manoharan,21503,In Person,Microp Sys Design,2.49
CE,160,6,0.0,1800,2045.0,T,15,12,P Park,23401,In Person,Struc Anlys,2.49
MCOM,139,2,3.0,1030,1145.0,MW,13,20,S Fletcher,28733,In Person,Specialized Wrtg,5.0
BUS3,186,3,3.0,1030,1145.0,MW,33,60,M Jordan,29282,In Person,Prof & Bus Ethics,4.9
CE,232,1,3.0,1800,2045.0,R,45,35,H Tooryani,27640,In Person,Const Est Cost Ana,4.8
CE,170,3,0.0,1330,1615.0,T,15,18,U Ndon,22261,In Person,Prin Environ Engr,3.2
CHEM,113B,3,3.0,1330,1420.0,W,11,13,R Okuda,22305,In Person,Organic Chem Lab,3.6
MATH,071W,7,1.0,0900,1015.0,TR,23,28,M Bremer,21459,In Person,Calc Wkshp Bus/Avi,3.4
PHYS,050,2,4.0,1500,1615.0,MW,149,180,G Quan,22121,In Person,General Physics,4.7
BUS1,170,5,3.0,1500,1615.0,MW,44,45,G Sapp,24787,In Person,Fund of Finance,
MICR,101,12,0.0,1430,1720.0,MW,18,16,T Hussain,21494,In Person,Gen Microbiology,2.49
TECH,041,14,1.0,1200,1445.0,M,1,24,A Rossetti,27478,In Person,Mach Shop Safety,3.0
EDSE,110,1,3.0,1900,2145.0,M,12,30,J Astor,23858,2 Pat - Mtg Pat & TBA (See Class Note),Autism,3.3
ATH,030I,1,1.0,TBA,,TBA,25,50,S Tobin,20056,In Person,Soccer-Men,2.49
URBP,278,1,4.0,1630,1915.0,R,13,15,R Kos,21479,In Person,Intro to GIS Urb Plng,3.0
NURS,147A,1,2.0,0800,1400.0,M,9,10,P Prasad,25018,In Person,Mental Health Clin,2.49
KIN,286,3,3.0,TBA,,TBA,0,2,,22318,In Person,Independent Study,2.49
ECON,235,1,3.0,1830,2115.0,R,9,20,J Hummel,28494,In Person,Monet Theor & Pol,4.3
MUSC,260C,1,1.0,TBA,,TBA,4,5,M Hernandez,30378,In Person,GrdChmbrMsc,2.49
KIN,035B,3,1.0,0830,920.0,TR,28,32,S Butler,25620,In Person,Inter Wt Training,2.0
CS,146,6,3.0,0900,1015.0,MW,32,30,F Mortezaie,25023,In Person,Data Struct & Alg,3.7
SOCS,177,2,3.0,1800,2045.0,T,0,35,M Alaniz,29545,In Person,Soci Education,4.3
ARTH,275,1,3.0,1500,1745.0,W,11,15,L Linden,23646,In Person,Utopias,2.49
MUSC,147C,1,2.0,1200,1230.0,MW,16,18,J Benson,26677,In Person,Adv Cond Choral,2.49
BUS4,118S,2,3.0,1800,2045.0,R,42,45,A Shirani,27550,In Person,Special Topics MIS,3.4
PSYC,180,17,1.0,0900,1015.0,F,22,22,S Trafalis,27450,In Person,Indiv Studies,3.8
MS,299,31,4.0,TBA,,TBA,0,25,,21690,In Person,Masters Thesis,2.49
HIST,020A,1,3.0,1030,1145.0,TR,31,28,M Wilson,27717,In Person,Hist of Amer Peopl,2.8
UNVS,101,81,3.0,TBA,,TBA,191,210,M McNeil,29579,Online - TBA With Few Campus Mtg,Leadership,3.0
CHAD,165,1,3.0,1030,1145.0,TR,31,30,C Maffini,25568,In Person,Risk/Resilienc,4.2
COMM,020,7,3.0,0730,845.0,T,26,27,V Antonellis,20938,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking,4.9
MDES,184,4,4.0,TBA,,TBA,0,1,J Rycenga,29253,In Person,Directed Reading,4.4
ISE,105,1,3.0,1200,1315.0,TR,60,90,R Srinivasan,27151,In Person,Intr Syst Engr,2.49
CHAD,195,81,3.0,TBA,,TBA,27,25,M Mcvey,22946,Online Only - TBA Mtg Pat,Sr Sem Child Dev,2.49
CHEM,298,4,1.0,TBA,,TBA,1,5,D Eggers,23334,In Person,Research,4.6
PHYS,051,24,0.0,1200,1450.0,R,19,16,A Hatzikoutelis,22159,In Person,General Physics,2.49
CHEM,298,12,2.0,TBA,,TBA,0,1,,26768,In Person,Research,2.49
ENGL,071,4,3.0,1330,1445.0,MW,25,25,A Ahmad,23600,In Person,Intro Creative Writ,5.0
CHAD,168,5,3.0,1200,1315.0,TR,29,30,K Connell,23638,In Person,Soc Emot Dev Ch & Adol,2.49
BUS1,173C,1,3.0,1500,1615.0,MW,50,45,L Roden,24679,In Person,Entrepreneurial Finance,3.3
EDCO,232,1,3.0,1600,1845.0,R,29,30,M Schekman,22983,In Person,Law & Ethics Couns,4.2
CS,108,1,3.0,1800,1915.0,MW,25,30,J Morgan,29213,In Person,Intro Game Studies,
BIOL,100W,4,3.0,0830,1115.0,W,25,24,L Khatib,22287,In Person,Sci Commun Wkshp,2.49
ME,130,3,3.0,1930,2045.0,MW,52,50,H Kabbani,26744,In Person,Appl Engr Analysis,4.8
ENGR,100W,18,0.0,1620,1720.0,MW,21,22,V Sansome,22633,In Person,Engr Reports,3.2
JS,299,1,3.0,TBA,,TBA,0,6,E Adams,21109,In Person,Masters Thesis,4.1
COMM,199C,82,4.0,TBA,,TBA,26,25,S Coopman,28410,Online Only - TBA Mtg Pat,Senior Seminar,3.4
AS,131B,1,3.0,1300,1600.0,F,17,30,M Neubauer,21196,In Person,AF Ldrship Studies,2.49
CHEM,001A,8,0.0,1130,1220.0,F,118,110,K Padmanabhan,22937,In Person,General Chem,2.49
CE,008,1,3.0,0800,850.0,TR,54,72,W Greenwood,20123,In Person,Plane Surveying,4.8
DANC,046A,5,1.0,1430,1520.0,TR,3,40,H Schmitt,29429,In Person,Beg Social Dance,
PSYC,186,8,4.0,TBA,,TBA,3,3,M Capriotti,25271,In Person,Psych Field Wk,4.1
CCS,147,1,3.0,1330,1445.0,MW,21,25,E Azcona,27836,In Person,Music Mexican Amer,4.5
MUSC,160I,1,1.0,1230,1420.0,F,12,15,J Keiser,22163,In Person,EnsJazzEnsemble,2.49
ENGR,100W,53,3.0,1800,1850.0,MW,24,22,V Sansome,24175,In Person,Engr Reports,3.2
AE,114,1,3.0,1030,1145.0,MW,61,70,M Chierichetti,28032,In Person,Aerostructures II,2.49
URBP,132,1,3.0,1200,1315.0,MW,0,25,C Darrah,29176,In Person,Creating Built Worlds,4.4
PHYS,023,1,3.0,1630,1720.0,R,24,30,W Seneshen,23975,2 Pat - Mtg Pat & TBA (See Class Note),Animation Physics,2.49
CHEM,180,11,1.0,TBA,,TBA,4,10,R Kelly,24062,In Person,Indiv Studies,3.5
CMPE,240,1,3.0,0900,1015.0,TR,14,40,N Karimian,27508,In Person,Adv Comp Design,4.7
BIOL,065,15,0.0,1200,1450.0,T,34,35,M Cepin,21960,In Person,Human Anatomy,2.49
BIOL,031,3,4.0,1630,1745.0,MW,27,80,S Cuellar-Ortiz,24828,In Person,Biology II,2.7
INFO,281,4,2.0,TBA,,TBA,19,35,D Buenting,24764,Online Only - TBA Mtg Pat,Colloq Contemp Iss,5.0
CMPE,274,1,3.0,1500,1745.0,T,72,70,W Yu,22972,In Person,Bus Intel Tech,3.5
BUS1,172A,2,3.0,1330,1445.0,TR,36,45,J Cho,24671,In Person,Investmt Analysis,3.5
ANI,112,1,3.0,1800,2050.0,TR,11,25,R Storey,21238,In Person,Conceptual Illus,2.49
MS,298,22,2.0,TBA,,TBA,2,25,,21663,In Person,Resrch Mar Sci,2.49
BUS3,186,5,3.0,1330,1445.0,MW,37,60,A Vaidya,29284,In Person,Prof & Bus Ethics,4.3
LING,107,1,3.0,1330,1445.0,MW,25,25,S Phillabaum,21409,In Person,Patterns English,4.5
EDSE,231,2,3.0,1600,1845.0,W,17,30,A Golloher,27669,2 Pat - Mtg Pat & TBA (See Class Note),Issues & Res in SE,3.0
KIN,293D,1,2.0,TBA,,TBA,8,15,H Pai,23136,In Person,Fieldwork AT IV,2.49
SCI,101,7,0.0,1800,1950.0,W,0,30,M McNeil,28566,In Person,Leadership,3.0
HS,103,1,3.0,1200,1445.0,R,69,75,A Shaw,25600,In Person,Intr Health Policy,3.4
NURS,044,3,3.0,1400,2300.0,T,9,10,A Paulson,20499,In Person,Adult Care Clin Pract I,
BUS,230,2,3.0,1800,2200.0,T,33,35,J Bechkoff,22382,In Person,Marketing Mgmt,4.3
TECH,190B,3,3.0,1330,1615.0,W,35,30,A Zargar,23727,In Person,Senior Project II,2.5
SOCI,105,2,3.0,1330,1445.0,MW,29,30,N Boero,23757,In Person,Qual Research Meth,4.0
AAS,020,1,3.0,1330,1445.0,MW,16,35,S Gallardo,29542,In Person,Wom of Color in US,2.49
TECH,020A,12,0.0,1200,1445.0,F,16,30,K Behzad,29993,In Person,Comp Aid Graphics,2.49
SCWK,131,1,3.0,1800,2045.0,M,16,24,Y Maxwell,23424,In Person,Hm Bhvr Soc Env II,3.5
CMPE,124,6,0.0,1330,1620.0,R,20,20,A Uludemir,24593,In Person,Digital Design I,2.49
PSYC,120,31,0.0,1030,1230.0,T,21,22,J Citron,20500,In Person,Adv Res Meth & Des,4.3
TECH,063,1,3.0,1030,1120.0,TR,53,50,P Ostovari,24946,In Person,Analog Digital Circ,2.49
CHEM,180,3,1.0,TBA,,TBA,10,15,D Eggers,23316,In Person,Indiv Studies,4.6
DSIT,029,1,3.0,0800,1050.0,TR,24,24,K Kim,28843,In Person,Design Process,
NUFS,139,18,3.0,1200,1315.0,MW,29,30,A Reisenauer,29934,In Person,Hunger & Environ Nutr,4.7
MUSC,010B,1,3.0,0900,1015.0,MW,51,50,N Rulison,20208,In Person,Intro to Music,2.49
BUS5,142,1,3.0,1500,1615.0,MW,28,45,T Shi,23427,In Person,Total Quality Mgmt,3.3
CMPE,146,4,0.0,1800,2050.0,M,34,24,W Wu,24651,In Person,RT Embedded CoDes,3.2
SPAN,003,80,4.0,TBA,,TBA,11,30,F de la Calle,26523,Online Only - TBA Mtg Pat,Practical Spanish,4.3
KIN,014A,2,1.0,1330,1420.0,MW,44,40,O Crespo,25477,In Person,Begin Volleyball,5.0
BIOL,100W,2,3.0,1030,1315.0,F,24,24,J Peters,22524,In Person,Sci Commun Wkshp,2.49
ANTH,100W,1,3.0,1500,1615.0,MW,23,25,J Anderson,20007,In Person,Writing Workshop,4.5
ME,020,3,0.0,0900,1145.0,T,17,25,Y Baloda,22877,In Person,Design & Graphics,2.49
PADM,218,1,3.0,1800,2045.0,M,14,20,F Keeley,21913,In Person,Public Budgeting,4.0
NURS,128,2,2.0,1400,1540.0,R,29,30,C Hill,21583,In Person,EBP in Nursing,5.0
COMM,198,3,1.0,TBA,,TBA,3,30,J Morrison,21089,In Person,Comm Applied Activity,4.1
NURS,148A,10,4.0,1300,1520.0,F,6,20,C Finkbeiner,30450,In Person,Sen Precept,4.6
KIN,154B,3,3.0,0930,1020.0,MW,24,20,P Plato,30187,In Person,ECG Interp & Test,4.8
PSYC,118,11,0.0,1615,1815.0,M,14,22,S Trafalis,27431,In Person,Adv Res Methods,3.8
PHYS,051,15,0.0,1200,1450.0,T,17,16,A Dynneson,22151,In Person,General Physics,2.49
CS,160,2,3.0,1800,1915.0,MW,20,30,F Butt,22273,In Person,Software Engr,3.2
HIST,015,1,3.0,1630,1745.0,MW,125,125,M McBane,27705,In Person,Esntl US History,3.6
NURS,100W,7,3.0,1200,1315.0,TR,8,25,N Williams,29530,In Person,Writing Workshop,2.49
SOCI,163,1,3.0,1200,1315.0,MW,29,35,M Rokni,21328,In Person,Social Change,3.6
NUFS,101A,1,4.0,1030,1145.0,TR,38,60,X Feng,23205,In Person,Food Science,
UNVS,101,7,0.0,1800,1950.0,W,28,30,M McNeil,29578,In Person,Leadership,3.0
MCOM,298A,1,3.0,TBA,,TBA,4,25,S Fosdick,28120,In Person,Master's Project I,3.8
MUSC,054,1,1.0,1330,1520.0,TR,34,30,C McKenzie,21706,In Person,SymphBand,5.0
COMM,100W,11,3.0,1330,1445.0,T,25,25,L Rogers,23658,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop,3.6
ATH,012S,6,1.0,TBA,,TBA,3,20,B Brennan,20045,In Person,Skl Dvlp Football,1.5
MCOM,299,1,3.0,TBA,,TBA,0,20,S Fosdick,24902,In Person,Mass Comm Thesis,3.8
ENGL,254,1,4.0,1600,1845.0,T,11,16,S Shillinglaw,24486,In Person,Genres in Amer Lit,3.6
MDES,180,4,4.0,TBA,,TBA,0,1,J Rycenga,29245,In Person,Indiv Studies,4.4
RTVF,080,1,3.0,1030,1145.0,TR,24,40,C Burrows,21082,In Person,Introduction to Media,3.8
OCTH,224,1,3.0,1330,1615.0,M,25,28,L Andonian,24903,In Person,OT in Community I,2.8
PSYC,184,11,4.0,TBA,,TBA,0,3,,25268,In Person,Directed Reading,2.49
UNVS,015S,9,3.0,1200,1250.0,W,29,30,M Zoubeidi,28536,In Person,Stats Statway B,2.49
SCED,298,4,3.0,TBA,,TBA,1,7,T Visintainer,24322,In Person,Research,2.49
KIN,002B,1,1.0,1030,1120.0,MW,12,15,C May,20374,In Person,Inter Swimming,4.5
NUFS,192,2,2.0,TBA,,TBA,0,20,D Billings,25916,In Person,Fld Exp NufS/Pkg,3.3
UNVS,095B,8,2.0,1630,1720.0,M,19,25,M Randle,30161,2 Pat - Mtg & OL Pat (See Class Note),FYE Academic Success,2.2
CE,192,2,2.0,0800,950.0,F,15,40,A Wong,24823,In Person,Prob Models for CE,2.8
ECON,100W,3,4.0,1200,1315.0,MW,25,25,D Clarke,29147,In Person,Wrtg Wsh/Econ Reps,3.0
POLS,015,1,3.0,1030,1145.0,MW,123,120,S Pinnell,23844,In Person,US & CA Government,3.6
CE,120,5,1.0,1330,1615.0,F,16,15,M Maaz,20347,In Person,Construc Matl Lab,3.9
CCS,074,1,3.0,0900,1015.0,MW,25,25,A Casas,28088,In Person,Public Address,5.0
ENGR,010,8,0.0,0900,1145.0,F,24,22,S Sepka,22037,In Person,Intro to Engr,4.6
POLS,015,2,3.0,1330,1445.0,MW,123,120,D Crane,23846,In Person,US & CA Government,3.4
EE,138,1,3.0,1330,1445.0,TR,20,35,P Hsu,21191,In Person,Embd Cntrl Sys Des,3.4
CS,152,1,3.0,1330,1445.0,MW,37,30,T Austin,27395,In Person,Progrmng Paradigms,4.8
BUS4,110A,3,3.0,1200,1315.0,TR,44,45,L Albert,23775,In Person,Fund Mgmt Info Sys,4.2
HS,162,1,3.0,1800,2045.0,W,127,119,A Santiago,25790,In Person,Health Org & Admin,3.0
RTVF,132A,1,3.0,1500,1645.0,M,18,18,H Mathias,21598,In Person,Intr Cinematograph,4.2
DSIT,010,1,3.0,1800,2050.0,MW,24,25,M Cheng,22938,In Person,Sketch+Draw+Model,2.49
CMPE,142,3,3.0,1800,2045.0,W,10,50,J Gomez,29889,In Person,Operating Systems,2.49
CHE,291,1,3.0,1800,2045.0,T,14,40,K Kao,29033,In Person,Indust. Biosepar.,2.49
CMPE,295A,4,3.0,1800,2045.0,F,16,30,,22079,In Person,Master Project I,2.49
CMPE,202,2,3.0,1200,1445.0,S,52,90,P Nguyen,27498,In Person,SW Systems Engr,2.49
ART,175,1,3.0,1200,1445.0,TR,13,24,L Fung,21780,In Person,Art In Community,4.0
LLD,298,1,1.0,TBA,,TBA,0,5,,20595,In Person,Indiv Studies,2.49
